Output Of Scenarial 03
Part One: Trip Distribution O-D Matrix
,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25,Trip Production Of Each Zone
Zone1,   0.00000,   0.00000, 213.67292, 183.59676, 928.82396,   0.00000, 394.49150, 271.01055, 382.22811,1266.36263, 110.02852,  16.30581, 208.61142,  25.19748,  19.58126,   6.54420,  31.89920,  69.24181,  18.09081,  62.64901,  41.64143,  57.73264, 151.58516,  20.39566,  35.80917,4515.50000
Zone2,   0.00000,   0.00000,   0.00000,   0.00000, 873.80357,   0.00000,   0.00000, 611.60959, 359.58621,1191.34760, 674.97525, 100.02877,1279.73676, 154.57512, 120.12216,  40.14570, 195.68716, 424.76719, 110.97894, 384.32335, 255.45137, 354.16363, 929.90642, 125.11817, 219.67306,8406.00000
Zone3, 340.94679,   0.00000,   0.00000,   0.00000,1563.69302,1742.36973, 477.93942,1094.49042, 643.48838,2131.94587,1207.88484, 179.00394,2290.12045, 276.61599, 214.96156,  71.84172, 350.18700, 760.13135, 198.59955, 687.75610, 457.13652, 633.78454,1664.09044, 223.90204, 393.11035,17604.00000
Zone4, 308.79563,   0.00000,   0.00000,   0.00000,   0.00000,1578.06489, 432.86990, 991.28037,   0.00000,   0.00000,1093.98173, 162.12393,2074.16292, 250.53120, 194.69076,  65.06707, 317.16449, 688.45124, 179.87168, 622.90094, 414.02871, 574.01888,1507.16731, 202.78816, 356.04019,12014.00000
Zone5,1103.20184, 624.85188,1163.95433,   0.00000,   0.00000,5637.78730,1546.46900,1476.29335,2893.28997,   0.00000, 599.36551,  88.82369,1136.38251, 137.25984, 106.66625,  35.64864, 173.76657, 377.18539,  98.54724, 341.27201, 226.83608, 314.49074, 825.73966, 111.10261, 195.06560,19214.00000
Zone6,   0.00000,   0.00000,1680.72353,1444.14837,7306.00906,   0.00000,   0.00000,2131.73395,3006.55683,9961.04458,   0.00000,1284.40988,1640.91045, 198.20008, 154.02363,  51.47582, 250.91497, 544.64711, 142.29997, 492.78900, 327.54613, 454.11746,1192.34925, 160.42964, 281.67029,32706.00000
Zone7, 422.14960,   0.00000, 320.52688, 275.41019,1393.31204,   0.00000,   0.00000, 406.53804, 573.37348,1899.64770, 165.05180,  24.46005, 312.93423,  37.79828,  29.37349,   9.81683,  47.85141, 103.86839,  27.13770,  93.97865,  62.46556,  86.60369, 227.39016,  30.59516,  53.71669,6604.00000
Zone8, 416.21779, 594.51818,1107.44968, 951.56736,1908.91034,2127.03361, 583.45435,   0.00000, 785.55164,2602.61668, 570.26906,  84.51171,1081.21634, 130.59650, 101.48809,  33.91806, 165.33100, 358.87477,  93.76322, 324.70481, 215.82423, 299.22365, 785.65378, 105.70909, 185.59606,15614.00000
Zone9, 425.85148, 241.20164, 449.30280,   0.00000,2713.97558,2176.26547, 596.95886, 569.87007,   0.00000,   0.00000, 231.36355,  34.28720, 438.65969,  52.98424,  41.17468,  13.76088,  67.07635, 145.59888,  38.04063, 131.73581,  87.56193, 121.39786, 318.74716,  42.88718,  75.29808,9014.00000
Zone10,1669.27992, 945.47766,1761.20590,   0.00000,   0.00000,8530.66484,2339.99759,2233.81321,   0.00000,   0.00000, 906.91365, 134.40116,1719.48635,2079.85074,   0.00000,  53.94077, 262.93017, 570.72783, 149.11408, 516.38647, 343.23086, 475.86312,1249.44555, 168.11190, 295.15822,26406.00000
Zone11, 182.13891, 672.70862,1253.10036,1076.71655, 835.34837,   0.00000, 255.32244, 584.69327, 343.76119,1138.91760,   0.00000,1546.03838,4621.16870,1719.30159,1336.08963,  53.33051, 259.95551, 564.27091, 147.42708, 510.54434, 339.34772, 470.47945,1235.30996, 166.20997, 291.81895,19604.00000
Zone12,  23.74621,  87.70383, 163.37193, 140.37603, 108.90786,1099.59578,  33.28745,  76.22890,  44.81758, 148.48544,1360.11235,   0.00000, 602.48106, 224.15253, 174.19158,   6.95292,  33.89149,  73.56635,  19.22068,  66.56180,  44.24218,  61.33837, 161.05252,  21.66949,  38.04566,4814.00000
Zone13, 285.92991,1056.04847,1967.17371,1690.27842,1311.36770,1461.21225, 400.81673, 917.87798, 539.65188,1787.92444,4022.44958, 596.11174,   0.00000, 921.17545, 715.85635,  83.72065, 408.08994, 885.81803, 231.43771, 801.47563, 532.72342, 738.57995,1939.24553, 260.92394, 458.11061,24014.00000
Zone14,  33.80640, 124.85996, 232.58518, 199.84698, 155.04716, 172.76376,  47.38983, 108.52362,  63.80475,1915.46197,1393.46643, 206.50643, 857.72489,   0.00000, 344.59952,   9.89856,  48.24977, 104.73307,  27.36361,  94.76100,  62.98558,  87.32465, 229.28315,  30.84986,  54.16387,6606.00000
Zone15,  22.33349,  82.48611, 153.65253, 132.02471, 102.42866, 114.13275,  31.30710,  71.69386,  42.15127,   0.00000, 920.56439, 136.42414, 566.63797, 292.94683,   0.00000,   6.53927,  31.87520,  69.18971,  18.07720,  62.60187,  41.61010,  57.68920, 151.47110,  20.38032,  35.78223,3164.00000
Zone16,  11.02401,  40.71588,  75.84425,  65.16857,  50.55970,  56.33694,  15.45346,  35.38873,  20.80624,  68.93331,  54.27019,   8.04264, 102.89497,  12.42834,   9.65821,   0.00000, 475.23832, 129.00361, 193.95760, 671.68090,   0.00000, 860.10817, 103.89524, 218.66869, 383.92203,3664.00000
Zone17,  42.74951, 157.89030, 294.11306, 252.71431, 196.06319, 218.46652,  59.92630, 137.23236,  80.68360, 267.31341, 210.45197,  31.18818, 399.01185,  48.19531,  37.45314, 378.07657,   0.00000, 500.25735, 752.13956,2604.68148,2405.74157,   0.00000, 402.89073, 847.96558,1488.79415,11814.00000
Zone18, 105.44881, 389.46276, 725.47891, 623.36201, 483.62258, 538.88412, 147.81820, 338.50652, 199.01957, 659.37313, 519.11489,  76.93085, 984.22928, 118.88176,  92.38442, 157.42742, 767.36799,   0.00000, 435.19302,1507.08627,1001.72746,1388.81790, 993.79719, 490.63860, 861.42634,13606.00000
Zone19,  25.50831,  94.21193, 175.49500, 150.79269, 116.98940, 130.35730,  35.75756,  81.88550,  48.14329, 159.50386, 125.57507,  18.60975, 238.08730,  28.75777,  22.34800, 162.34814, 791.35369, 298.49971,   0.00000,2159.67276,1033.03856,1432.22832, 240.40180,   0.00000,1234.43430,8804.00000
Zone20, 118.19224, 436.52911, 813.15263, 698.69495, 542.06809, 604.00796, 165.68195, 379.41484, 223.07097, 739.05800, 581.84963,  86.22790,1103.17283, 133.24855, 103.54903, 752.23692,3666.72177,1383.09255,2889.60901,   0.00000,4786.56386,6636.20176,1113.89702,3257.75842,   0.00000,31214.00000
Zone21,  60.21684, 222.40382, 414.28681, 355.97266, 276.17406, 307.73132,  84.41201, 193.30512, 113.65069, 376.53691, 296.44205,  43.93158, 562.04695,  67.88777,  52.75639,   0.00000,2595.91148, 704.66107,1059.46164,3668.94693,   0.00000,4698.20004, 567.51074,1194.44190,2097.11120,20014.00000
Zone22, 102.00981, 376.76121, 701.81888, 603.03231, 467.85020, 521.30950, 142.99741, 327.46681, 192.52894, 637.86900, 502.18500,  74.42191, 952.13062, 115.00467,  89.37149, 902.17441,   0.00000,1193.72481,1794.77154,6215.34681,5740.63213,   0.00000,   0.00000,   0.00000,3552.59252,25206.00000
Zone23, 255.99794, 945.49823,1761.24421,1513.33513,1174.08990,1308.24828, 358.85806, 821.79183, 483.15954,1600.75928,1260.25454, 186.76493,2389.41214, 288.60910, 224.28155, 104.15793, 507.70991,1102.05754, 287.93462, 997.12608, 662.76801,   0.00000,   0.00000,   0.00000, 569.94127,18804.00000
Zone24,  28.30771, 104.55119, 194.75465, 167.34139, 129.82837, 144.66332,  39.68176,  90.87200,  53.42676, 177.00856, 139.35627,  20.65207, 264.21612,  31.91378,  24.80058, 180.16499, 878.20057, 331.25848,   0.00000,2396.68542,1146.40908,   0.00000,   0.00000,   0.00000,1369.90694,7914.00000
Zone25,  59.87993, 221.15946, 411.96885, 353.98097, 274.62885, 306.00955,  83.93972, 192.22356, 113.01481, 374.43017, 294.78343,  43.68578, 558.90226,  67.50793,  52.46121, 381.10702,1857.67726, 700.71845,1463.96735,   0.00000,2425.02470,3362.10978, 564.33548,1650.48349,   0.00000,15814.00000
Trip Attraction Of Each Zone,6043.73308,7419.04023,16034.87700,10878.36037,22913.50163,28775.90520,8274.83060,14143.74443,11205.76570,29104.54015,17240.70971,5183.89243,26384.33807,7413.62084,4261.88298,3560.29498,14185.05121,12084.34560,10377.00447,25415.66744,22654.53717,23164.47377,16555.16535,9351.02984,14527.18775,367153.50000

Part Two: Traffic Capacity and Traffic Volume Comparison
LineCode,Transport Capacity,From Zone,To Zone,Traffic Volume,TransportCapacity-TrafficVolume, Result
Line1,48000.000000,3,8,38023.00000,9977.00000,Succeed
Line1,48000.000000,8,3,84083.89261,-36083.89261,Fail.Traffic Capacity of Line1 is too small to operate the traffic volume of this edge
Line1,48000.000000,8,13,84083.89261,-36083.89261,Fail.Traffic Capacity of Line1 is too small to operate the traffic volume of this edge
Line1,48000.000000,13,8,93888.57997,-45888.57997,Fail.Traffic Capacity of Line1 is too small to operate the traffic volume of this edge
Line1,48000.000000,13,18,93888.57997,-45888.57997,Fail.Traffic Capacity of Line1 is too small to operate the traffic volume of this edge
Line1,48000.000000,18,13,62624.37146,-14624.37146,Fail.Traffic Capacity of Line1 is too small to operate the traffic volume of this edge
Line1,48000.000000,18,23,62624.37146,-14624.37146,Fail.Traffic Capacity of Line1 is too small to operate the traffic volume of this edge
Line1,48000.000000,23,18,18803.00000,29197.00000,Succeed

Line2,14400.000000,1,7,4514.50000,9885.50000,Succeed
Line2,14400.000000,7,1,47767.18210,-33367.18210,Fail.Traffic Capacity of Line2 is too small to operate the traffic volume of this edge
Line2,14400.000000,7,8,47767.18210,-33367.18210,Fail.Traffic Capacity of Line2 is too small to operate the traffic volume of this edge
Line2,14400.000000,8,7,96878.31197,-82478.31197,Fail.Traffic Capacity of Line2 is too small to operate the traffic volume of this edge
Line2,14400.000000,8,9,96878.31197,-82478.31197,Fail.Traffic Capacity of Line2 is too small to operate the traffic volume of this edge
Line2,14400.000000,9,8,69859.38534,-55459.38534,Fail.Traffic Capacity of Line2 is too small to operate the traffic volume of this edge
Line2,14400.000000,9,5,69859.38534,-55459.38534,Fail.Traffic Capacity of Line2 is too small to operate the traffic volume of this edge
Line2,14400.000000,5,9,19213.00000,-4813.00000,Fail.Traffic Capacity of Line2 is too small to operate the traffic volume of this edge

Line3,36000.000000,11,12,20887.40988,15112.59012,Succeed
Line3,36000.000000,12,11,38751.55899,-2751.55899,Fail.Traffic Capacity of Line3 is too small to operate the traffic volume of this edge
Line3,36000.000000,12,13,38751.55899,-2751.55899,Fail.Traffic Capacity of Line3 is too small to operate the traffic volume of this edge
Line3,36000.000000,13,12,27191.14827,8808.85173,Succeed
Line3,36000.000000,13,14,27191.14827,8808.85173,Succeed
Line3,36000.000000,14,13,13393.33664,22606.66336,Succeed
Line3,36000.000000,14,15,13393.33664,22606.66336,Succeed
Line3,36000.000000,15,14,5242.85074,30757.14926,Succeed

Line4,96000.000000,16,17,23677.00000,72323.00000,Succeed
Line4,96000.000000,17,16,68855.74945,27144.25055,Succeed
Line4,96000.000000,17,18,68855.74945,27144.25055,Succeed
Line4,96000.000000,18,17,88755.64625,7244.35375,Succeed
Line4,96000.000000,18,19,88755.64625,7244.35375,Succeed
Line4,96000.000000,19,18,87265.33750,8734.66250,Succeed
Line4,96000.000000,19,20,87265.33750,8734.66250,Succeed
Line4,96000.000000,20,19,47027.00000,48973.00000,Succeed


Part Three: Financial Cost and Revenue
Establishment Cost Of the Whole Metro System (Roads+Stations+Vechicles),258588.71097
Operation Cost and Revenue of Metro Lines
LineCode,Operation Cost Per Day,Revenue Per Day,Income Per Day
1,19433.42466,215207.87523,195774.45057
2,13293.64678,204515.21226,191221.56548
3,30026.30137,73920.93936,43894.63799
4,117550.68493,224182.98656,106632.30163
Sum,180304.05774,717827.01342,537522.95567
